dz_label,overall_rank,income_deprivation_rank,employment_deprivation_rank,health_deprivation_rank,education_deprivation_rank,access_deprivation_rank,housing_deprivation_rank,crime_deprivation_rank
Data Zone S01001376,969,1394,682,732,2273,6239,1843,9
Data Zone S01001377,1474,1036,1121,1822,2325,4206,3879,3373
Data Zone S01001378,4750,3893,4561,3484,4262,5668,5676,3266
Data Zone S01001379,2076,2346,2091,1588,2314,1557,3819,3222
Data Zone S01001380,1572,1200,1747,1638,1316,3484,3212,3621
Data Zone S01001381,3021,3062,3176,1884,3488,3388,4786,1439
Data Zone S01001382,43,136,46,119,23,5591,1525,54
Data Zone S01001383,1858,2348,2933,1418,1457,1829,2865,294
Data Zone S01001384,841,847,1060,835,824,1920,4627,956
Data Zone S01001385,1464,1350,1775,611,2151,3873,1983,2057
Data Zone S01001386,315,465,281,203,807,4826,3255,68
Data Zone S01001387,2691,2940,2814,1980,3021,2121,4444,1743
Data Zone S01001388,70,54,110,78,359,4093,1496,302
Data Zone S01001389,2409,2414,2827,2195,2209,1596,4780,2864
Data Zone S01001390,3435,3690,3030,3203,4078,1709,4318,3092
Data Zone S01001391,1510,935,1657,3000,2051,1766,2280,2223
Data Zone S01001392,145,66,313,210,129,5254,1793,1635
Data Zone S01001393,4887,4338,4781,3872,4780,3065,5927,3715
Data Zone S01001394,201,188,508,188,182,6229,1425,86
Data Zone S01001395,1998,1816,2701,2173,2473,1020,3548,1270
Data Zone S01001396,2304,1865,2434,3130,1759,3204,4652,2778
Data Zone S01001397,52,81,98,84,99,4323,2305,156
Data Zone S01001398,5299,5218,5216,5446,4732,1439,5589,6237
Data Zone S01001399,110,127,280,68,187,2022,1434,361
Data Zone S01001400,781,621,1213,696,606,2437,1632,2408
Data Zone S01001401,1263,1360,1430,895,1114,1887,2053,4156
Data Zone S01001402,5597,5438,5945,5332,4953,1400,5987,6363
Data Zone S01001403,5349,5715,5695,5319,5342,756,6170,5944
Data Zone S01001404,5748,6228,6323,6195,4814,841,6500,5984
Data Zone S01001405,5859,6124,5996,5547,5462,1313,6412,5789
Data Zone S01001406,4129,4535,4804,2844,3441,1186,5264,5288
Data Zone S01001407,3637,3010,3714,2945,4452,2389,5177,3642
Data Zone S01001408,1784,1686,1889,1083,2350,2707,4169,3026
Data Zone S01001409,2874,3086,3006,2493,1848,2112,4703,5131
Data Zone S01001410,4785,4213,4367,3158,5431,3458,5265,5139
Data Zone S01001411,4430,4851,5211,4829,4966,299,4685,5846
Data Zone S01001412,1023,540,1151,2199,1158,2383,3044,2661
Data Zone S01001413,6446,6096,6116,5761,5833,4458,6482,6187
Data Zone S01001414,2003,1650,2482,1926,1348,3440,3562,3295
Data Zone S01001415,2005,1136,2030,2083,3783,6429,2353,1334
Data Zone S01001416,2852,2034,2539,2345,3747,4754,2661,5745
Data Zone S01001417,5023,4377,4535,4822,4485,3094,4656,6019
Data Zone S01001418,5830,5076,5351,5263,5317,3867,5882,5474
Data Zone S01001419,3633,3605,3061,2964,2882,4958,4619,3641
Data Zone S01001420,5191,5929,5856,5522,5369,430,5036,5437
Data Zone S01001421,3947,3647,3906,3666,4422,1642,4463,3833
Data Zone S01001422,4820,5845,5137,5927,5621,230,4868,5282
Data Zone S01001423,4667,4215,3636,4205,5058,4584,3581,3472
Data Zone S01001424,1252,985,1125,1157,2693,3665,1246,1115
Data Zone S01001425,3014,2852,2775,2354,3375,3962,1305,3341
Data Zone S01001426,3237,3503,3214,1283,4155,3869,2721,3872
Data Zone S01001427,5422,5430,5083,4964,4835,2823,3848,3877
Data Zone S01001428,2257,2196,2508,2575,1355,3095,1353,3700
Data Zone S01001429,2041,1675,1966,1268,3193,5421,1853,2524
Data Zone S01001430,5209,4848,4770,5072,5647,4013,6199,1249
Data Zone S01001431,5699,5257,5199,5709,5544,2859,4925,4627
Data Zone S01001432,5494,5896,4609,5870,4482,2557,4993,4504
Data Zone S01001433,5702,5042,5060,5443,5207,4354,4358,4618
Data Zone S01001434,5281,4345,5705,3340,5362,3692,5694,5162
Data Zone S01001435,5467,4663,5275,4836,5245,3192,4482,5809
Data Zone S01001436,5922,6105,6092,5861,5891,1292,5847,5004
Data Zone S01001437,5719,6016,5093,4763,4851,4132,5239,3175
Data Zone S01001438,6436,6404,6384,6287,6355,2417,5967,6416
Data Zone S01001439,5432,5770,5334,4973,4671,1812,3915,5256
Data Zone S01001440,4741,4933,4239,5147,5368,1336,2397,4091
Data Zone S01001441,5548,5251,5217,4614,5720,3469,4872,2987
Data Zone S01001442,5678,4728,5239,5450,5492,3685,4855,5578
Data Zone S01001443,5616,5064,5196,5662,5159,3947,3324,3331
Data Zone S01001444,4407,4474,4135,4189,3803,1888,3198,5652
Data Zone S01001445,5117,5082,4672,5269,5919,1482,5738,3613
Data Zone S01001446,5567,5213,5500,4716,6129,2052,6149,4495
Data Zone S01001447,5767,5726,5958,4993,5540,1741,6257,5232
Data Zone S01001448,5091,5117,4481,4795,5164,2186,2739,5372
Data Zone S01001449,5954,5773,5827,6190,5879,1840,6129,4521
Data Zone S01001450,5776,5493,5293,4737,6242,2539,6101,5671
Data Zone S01001451,5441,4738,4942,5529,6286,2215,5929,4817
Data Zone S01001452,5683,5739,5110,5566,6085,1977,5919,4358
Data Zone S01001453,6086,6057,5890,6146,6280,1527,5989,6366
Data Zone S01001454,5831,5441,5672,5066,5629,3264,4208,3928
Data Zone S01001455,4903,5179,4313,4325,4357,2300,4477,4751
Data Zone S01001456,6411,6115,6078,5420,6166,4475,5877,5188
Data Zone S01001457,6312,6019,6149,5746,6163,2965,6262,5210
Data Zone S01001458,5592,5420,4712,5091,5857,2815,5721,5038
Data Zone S01001459,6143,6132,5218,5686,6044,4072,6175,3398
Data Zone S01001460,5868,5710,5492,6124,5616,1913,6044,5400
Data Zone S01001461,5785,5096,4790,6202,5970,3024,6233,5964
Data Zone S01001462,6486,6274,6329,5853,6108,5498,6011,4733
Data Zone S01001463,4721,5309,5692,4281,5892,1146,5440,530
Data Zone S01001464,5815,5920,5460,4723,5700,2440,5853,5057
Data Zone S01001465,5867,6114,5559,5651,6296,2241,5461,2448
Data Zone S01001466,6037,5931,5669,5387,6055,2243,5550,6207
Data Zone S01001467,6051,5973,5971,5689,6262,1599,5983,6451
Data Zone S01001468,5881,5998,5786,5140,5794,2304,6334,3394
Data Zone S01001469,6236,5510,5745,5769,6349,3735,5099,5471
Data Zone S01001470,6402,6345,6127,6175,6470,3252,6215,4006
Data Zone S01001471,6454,6361,6278,5519,6323,4503,6424,4146
Data Zone S01001472,4841,4952,4139,4764,5636,1476,5727,4391
Data Zone S01001473,5698,4633,4925,4799,6274,5624,5410,4161
Data Zone S01001474,3765,3618,3240,3229,3851,2448,5093,5228
Data Zone S01001475,6375,5476,5602,6220,6419,4785,6046,6316
Data Zone S01001476,6180,6204,6081,6031,6299,1769,5914,5207
Data Zone S01001477,5001,4510,4673,5430,5545,1338,5395,6306
Data Zone S01001478,6278,5932,5952,5384,6434,2974,6456,5916
Data Zone S01001479,4097,3249,2991,4543,5320,4750,4974,3039
Data Zone S01001480,5953,6472,5808,6134,6179,2145,5885,1643
Data Zone S01001481,6008,5821,5592,6166,6185,1781,5937,6370
Data Zone S01001482,2189,2071,1984,2462,2090,3070,1675,3408
Data Zone S01001483,6155,6411,6236,6060,6421,1280,6446,5410
Data Zone S01001484,6293,6089,6287,6409,6300,1997,6100,5631
Data Zone S01001485,5450,6248,5166,5881,5676,828,5528,5318
Data Zone S01001486,6239,5483,6300,5691,6327,2785,5544,5796
Data Zone S01001487,2490,2750,2009,2758,2205,3739,1579,2725
Data Zone S01001488,5525,5317,5613,5717,5166,1723,2687,5533
Data Zone S01001489,6117,5859,6257,6168,6239,1688,5479,5330
Data Zone S01001490,2350,2310,2112,2437,3139,3791,1877,1098
Data Zone S01001491,6058,6189,5636,6025,6443,1672,6140,5413
Data Zone S01001492,2030,2206,1756,2216,2768,1412,1542,3490
Data Zone S01001493,5607,5435,5042,4637,6009,3822,5496,2502
Data Zone S01001494,1916,1870,1646,1206,3108,4882,1673,1859
Data Zone S01001495,6032,6224,6388,6385,6438,870,6144,6072
Data Zone S01001496,5887,6132,6289,5391,6276,1086,5661,5222
Data Zone S01001497,1755,1656,1714,1724,2234,4504,1958,758
Data Zone S01001498,5911,5707,5981,5966,5844,1665,5159,5198
Data Zone S01001499,4764,4733,4465,3974,4981,2319,4752,3041
Data Zone S01001500,1344,1192,1759,768,2056,3083,2102,927
Data Zone S01001501,6081,6281,5748,5320,6374,1950,6285,5406
Data Zone S01001502,4929,5131,4659,4439,5185,1870,5749,2681
Data Zone S01001503,5532,5255,5279,4874,5770,2506,5387,3815
Data Zone S01001504,2212,2111,2104,2147,2184,4119,3534,1534
Data Zone S01001505,5816,6123,5015,3612,5735,3836,6125,6189
Data Zone S01001506,3105,2828,2321,3384,5624,5886,3333,400
Data Zone S01001507,5989,6414,6172,6453,6041,917,5944,5662
Data Zone S01001508,6025,6354,6214,6118,5937,1469,5473,3710
Data Zone S01001509,1444,1770,1535,859,1823,2842,2902,728
Data Zone S01001510,2669,2555,2243,2447,4194,6131,3532,383
Data Zone S01001511,6250,6211,6074,5515,6344,2118,6365,6256
Data Zone S01001512,183,161,160,305,714,3387,987,562
Data Zone S01001513,152,177,109,195,733,3897,805,460
Data Zone S01001514,3300,3806,2977,3154,4301,1267,3267,2597
Data Zone S01001515,6158,5390,5343,5875,6426,4063,5609,5184
Data Zone S01001516,2410,2748,2146,1845,3221,2604,2505,1985
Data Zone S01001517,1542,1197,880,1970,3404,5723,2749,2011
Data Zone S01001518,2473,2152,2696,2456,2681,2559,1353,3232
Data Zone S01001519,6326,6130,6063,5909,6320,3067,5520,4684
Data Zone S01001520,2126,2225,2430,1922,2687,1753,3128,958
Data Zone S01001521,4821,4774,5591,4287,6043,676,5268,3980
Data Zone S01001522,1611,1677,1774,1163,2258,1929,1930,1683
Data Zone S01001523,6161,6194,6379,6309,6415,1153,6323,6369
Data Zone S01001524,2148,2578,2366,1849,2131,1405,2095,2276
Data Zone S01001525,2816,3457,2718,3055,2774,867,2074,4204
Data Zone S01001526,5125,4999,4128,6051,5542,2101,4693,3892
Data Zone S01001527,3379,3548,2812,3492,3432,3337,1375,2772
Data Zone S01001528,4753,4979,4450,4976,5755,698,5985,5748
Data Zone S01001529,5095,4162,4538,4688,5502,3730,4566,4518
Data Zone S01001530,2729,2465,3243,1460,3064,3599,1273,3908
Data Zone S01001531,2449,2910,1943,1181,4957,4081,3865,1209
Data Zone S01001532,5928,5539,5900,5111,6429,2403,6326,3978
Data Zone S01001533,6136,6383,6320,5951,6401,1239,6244,5537
Data Zone S01001534,5615,5679,5397,6052,5526,1447,5748,4537
Data Zone S01001535,4745,4418,4802,4507,4760,1326,4631,6029
Data Zone S01001536,1643,2022,1724,1750,1693,1001,1984,2274
Data Zone S01001537,1629,1720,2532,1936,1243,610,2263,2012
Data Zone S01001538,5217,5422,5061,5251,5949,997,5033,4998
Data Zone S01001539,4711,5326,4875,3268,5552,791,6154,5783
Data Zone S01001540,6013,6299,6275,6484,6075,968,6224,5515
Data Zone S01001541,4693,4492,4734,4340,4818,1285,5299,5168
Data Zone S01001542,4853,4930,4445,5133,5299,972,5441,6330
Data Zone S01001543,4094,3714,3873,4228,4287,1830,4672,4239
Data Zone S01001544,2752,3007,3094,1946,2819,1470,3265,3751
Data Zone S01001545,5385,4963,5030,6138,5195,1687,5600,5633
Data Zone S01001546,722,679,694,438,1795,5697,1539,318
Data Zone S01001547,1986,2004,1761,2298,1833,3296,3558,1783
Data Zone S01001548,5083,5083,5440,5700,4976,980,3904,4328
Data Zone S01001549,3995,4478,4190,4610,2944,1096,2070,4529
Data Zone S01001550,4646,5145,4973,5654,5316,300,4409,6216
Data Zone S01001551,3935,4486,4433,4900,4592,213,5173,5429
Data Zone S01001552,3382,3689,3917,4087,3264,620,2398,3918
Data Zone S01001553,4564,5491,4952,6110,5667,126,5071,6380
Data Zone S01001554,5401,5411,5058,5296,6152,1281,5201,5659
Data Zone S01001555,1701,1702,2256,1693,1827,949,2424,2148
Data Zone S01001556,3977,3468,2974,4745,3992,4300,4278,3212
Data Zone S01001557,4858,4270,5144,5414,6322,717,5295,5531
Data Zone S01001558,3303,2994,3250,3723,2958,2030,3552,4664
Data Zone S01001559,2577,2973,2750,3565,1497,1044,3082,5018
Data Zone S01001560,3781,4153,4731,3841,2495,1634,1103,2346
Data Zone S01001561,3067,3446,3799,3020,2545,915,2137,3091
Data Zone S01001562,4014,3978,4368,3747,3129,1989,1505,4546
Data Zone S01001563,5308,5025,5501,5301,5532,1299,6028,4728
Data Zone S01001564,3404,3182,3114,4091,3787,1320,4282,5243
Data Zone S01001565,2456,2765,2072,2295,3512,2176,2315,1906
Data Zone S01001566,4618,3852,4884,3651,4853,2257,5751,4580
Data Zone S01001567,5535,5402,4944,5167,4505,3630,3035,5271
Data Zone S01001568,5704,5341,5550,5779,4518,3895,3842,3227
Data Zone S01001569,5431,5487,5356,4972,4900,1916,4612,5062
Data Zone S01001570,5961,6165,5723,5239,5790,1861,5999,5760
Data Zone S01001571,1494,1846,1773,1981,600,2242,3063,1524
Data Zone S01001572,4461,4160,3730,4562,4639,2649,3987,3989
Data Zone S01001573,4703,5303,4604,5887,5939,348,3912,5561
Data Zone S01001574,1346,1512,1690,627,1597,1731,2432,3082
Data Zone S01001575,2914,2787,3198,2179,3568,2527,2705,1713
Data Zone S01001576,1898,1978,1009,2556,2802,3417,4185,3767
Data Zone S01001577,4658,4339,4101,4866,3733,4687,3945,2083
Data Zone S01001578,2980,3108,2480,3207,2565,2373,2349,5713
Data Zone S01001579,1915,1927,2202,1655,1993,1748,1616,2930
Data Zone S01001580,4341,3625,3785,3991,4214,4358,4719,3695
Data Zone S01001581,4805,4262,3957,4711,4297,3825,4391,5202
Data Zone S01001582,2398,3024,2576,2273,1843,2088,1648,1830
Data Zone S01001583,2247,1615,2488,3272,1700,2889,2622,4741
Data Zone S01001584,3110,3110,3292,2209,2709,4043,2216,2300
Data Zone S01001585,2017,1669,2176,1364,2183,5923,2178,2225
Data Zone S01001586,6063,6094,5182,5891,5553,3194,6474,4927
Data Zone S01001587,1405,1514,1037,1429,1894,5762,3088,589
Data Zone S01001588,1931,1501,2255,3807,1467,1399,1219,4413
Data Zone S01001589,1786,2141,1610,1308,2370,3801,1872,830
Data Zone S01001590,4285,3724,3887,4193,4106,5499,3403,1563
Data Zone S01001591,2202,1913,1896,3589,1504,4731,3610,2230
Data Zone S01001592,1025,988,1278,1670,940,1680,2341,490
Data Zone S01001593,3150,3278,2951,3827,2656,3803,1815,1042
Data Zone S01001594,2032,2062,1967,1989,3182,6273,1032,146
Data Zone S01001595,658,247,608,2123,1666,4599,1777,419
Data Zone S01001596,3836,3439,3798,3013,3758,2424,5029,5043
Data Zone S01001597,3492,3856,3951,2728,3591,5252,2321,218
Data Zone S01001598,6358,6164,6147,5840,5510,4513,5357,3757
Data Zone S01001599,2853,2742,2568,2369,3377,6172,508,1566
Data Zone S01001600,2266,1820,1962,1934,3044,5622,1916,3028
Data Zone S01001601,4424,4943,4411,5902,4889,364,4160,6102
Data Zone S01001602,4534,4191,3557,3936,5305,3340,5320,4083
Data Zone S01001603,2324,1915,2193,1740,3520,5463,4422,1359
Data Zone S01001604,1207,653,1929,2292,1278,3248,2510,290
Data Zone S01001605,3944,4079,4396,4525,3960,615,3873,4376
Data Zone S01001606,1705,1474,1919,3067,1208,2322,2745,1467
Data Zone S01001607,4365,4135,4420,4064,4319,2260,4950,2322
Data Zone S01001608,5637,5231,4860,6258,5650,2645,4428,4749
Data Zone S01001609,2436,2270,2296,5061,2048,1025,2627,5142
Data Zone S01001610,3636,3186,3363,3867,5738,4935,2710,316
Data Zone S01001611,4689,4821,5100,4953,6048,419,4276,5630
Data Zone S01001612,5861,5319,4807,6000,6231,2912,6009,6227
Data Zone S01001613,753,1106,592,1358,525,3208,1348,406
Data Zone S01001614,2764,2103,2490,2589,4709,6357,2078,882
Data Zone S01001615,2217,2181,2205,2754,1690,2566,4012,2426
Data Zone S01001616,6369,6492,6319,6465,6326,1778,6381,6345
Data Zone S01001617,1907,1703,1706,3491,1220,4385,2456,1762
Data Zone S01001618,4264,4194,4591,4663,4640,898,3284,3830
Data Zone S01001619,2528,1970,2093,4021,1751,5401,3459,4114
Data Zone S01001620,1946,1847,1682,1272,3082,6022,3559,984
Data Zone S01001621,2666,2299,2498,2680,1739,5649,2020,5472
Data Zone S01001622,1917,1756,1831,2492,1979,3553,1818,1203
Data Zone S01001623,2962,3160,2305,2272,3421,2923,2373,5751
Data Zone S01001624,2995,2793,2504,2574,2794,4867,3432,3796
Data Zone S01001625,1232,1215,760,2340,1050,5630,2082,1744
Data Zone S01001626,4497,3741,4206,4918,3638,3663,4634,3593
Data Zone S01001627,2738,2650,2869,3264,1190,5558,2571,2727
Data Zone S01001628,1465,1633,1653,3914,507,3124,1660,477
Data Zone S01001629,3774,3187,3941,2615,3090,5357,4978,3022
Data Zone S01001630,691,930,604,943,624,5235,1779,139
Data Zone S01001631,3952,3770,3778,3066,3067,5349,3033,2579
Data Zone S01001632,5518,5192,4752,6457,4552,2335,6457,6412
Data Zone S01001633,6257,6438,5648,6021,6216,2231,6286,6143
Data Zone S01001634,5904,5555,5781,5935,4690,2590,5779,5872
Data Zone S01001635,4107,4034,3316,4172,3430,3184,3454,5611
Data Zone S01001636,5994,6033,5490,5941,4506,2866,5858,6386
Data Zone S01001637,4809,4827,4335,3932,5177,2995,5026,2270
Data Zone S01001638,2883,2487,2572,2511,2913,5703,2917,2452
Data Zone S01001639,2372,2769,1537,2550,2282,5001,4453,2459
Data Zone S01001640,6457,6344,6353,6356,5775,3403,6398,5901
Data Zone S01001641,4524,4862,4949,4644,4619,636,4082,4881
Data Zone S01001642,4416,3948,2950,4456,4804,5623,3756,4475
Data Zone S01001643,4201,3837,4229,4028,3252,2879,4673,3718
Data Zone S01001644,4275,3654,3862,4292,3920,2797,3721,6129
Data Zone S01001645,3768,3222,2794,4612,4978,5672,3253,1059
Data Zone S01001646,4402,5587,4809,4051,4799,423,4081,4313
Data Zone S01001647,5018,5092,3870,4472,4049,4919,4279,4489
Data Zone S01001648,3221,3112,3608,2713,2896,2719,3462,2074
Data Zone S01001649,2401,2124,2056,2723,2385,4555,3506,2504
Data Zone S01001650,3933,3685,3569,4538,2971,3493,4265,2549
Data Zone S01001651,4540,3676,3819,4810,4411,5174,4905,2632
Data Zone S01001652,5769,6173,5998,6342,6337,643,6033,6354
Data Zone S01001653,2858,2478,2783,2947,2520,5596,2352,1480
Data Zone S01001654,5204,5000,5454,6340,5437,790,3713,6172
Data Zone S01001655,4925,4859,3890,5729,5880,1464,5407,5328
Data Zone S01001656,4539,3652,4658,4591,3975,2880,3420,4515
Data Zone S01001657,4572,5031,5359,6295,5291,186,4534,5105
Data Zone S01001658,4278,4047,4174,4775,4973,990,4891,4712
Data Zone S01001659,6396,6134,5430,5595,6203,4865,6351,6487
Data Zone S01001660,6390,6054,6163,6072,6452,3524,6300,4240
Data Zone S01001661,4406,4651,4764,3685,4426,1024,3900,5125
Data Zone S01001662,3811,3688,3221,3281,2928,4248,4981,4439
Data Zone S01001663,6447,6078,6050,5811,6183,5433,6039,3999
Data Zone S01001664,6172,5659,5787,6468,6212,2220,5942,6402
Data Zone S01001665,5620,4967,6131,4929,6316,1487,5777,5626
Data Zone S01001666,4830,3410,4416,5095,6142,2943,5736,4561
Data Zone S01001667,6189,5655,5657,5518,6393,3452,5776,5260
Data Zone S01001668,5909,5824,6291,6066,6373,1571,5472,2802
Data Zone S01001669,3506,2955,2506,3097,5367,6381,1332,3322
Data Zone S01001670,6107,5515,6155,6034,6116,2354,4870,5215
Data Zone S01001671,5636,5602,5641,6270,6275,888,5517,6240
Data Zone S01001672,3493,3085,3466,2186,4656,4082,1711,3218
Data Zone S01001673,5433,4864,5462,5762,6282,1418,4126,5233
Data Zone S01001674,3460,2641,2905,2695,4728,5348,3138,4563
Data Zone S01001675,6120,5504,5191,5531,6135,4349,5154,5934
Data Zone S01001676,5133,5567,5783,4167,6081,708,4682,4658
Data Zone S01001677,6124,6288,5966,6036,6369,1518,6082,5510
Data Zone S01001678,5102,5429,4412,4922,5568,1545,4807,4759
Data Zone S01001679,6156,6482,6303,6444,6433,1014,6493,5947
Data Zone S01001680,6460,6346,6006,5930,6468,4068,6438,5588
Data Zone S01001681,6477,6273,6124,6300,6354,4211,6497,5284
Data Zone S01001682,5256,5522,4908,4392,6023,1440,3535,6302
Data Zone S01001683,5948,5349,5165,5641,5874,3467,5713,5721
Data Zone S01001684,5465,5719,6276,5755,6047,601,5643,4567
Data Zone S01001685,3270,3015,2036,3378,4321,5240,2409,4918
Data Zone S01001686,6221,5968,5740,5701,6291,2999,6345,4788
Data Zone S01001687,5972,5048,5487,4308,6236,5419,5616,5116
Data Zone S01001688,5960,4739,4898,6391,6324,4637,4647,5880
Data Zone S01001689,6040,5956,5436,5890,5924,3045,5541,3736
Data Zone S01001690,4170,3463,4000,3316,5230,2888,3372,4113
Data Zone S01001691,6478,6473,5965,6035,6445,4664,6469,4677
Data Zone S01001692,3248,2810,3145,2561,4250,4448,2682,1727
Data Zone S01001693,6057,6175,6189,6333,6245,1145,6289,5844
Data Zone S01001694,5153,4473,5315,5242,5747,1570,3823,5102
Data Zone S01001695,6279,5473,5957,5989,6298,3360,6338,5926
Data Zone S01001696,5986,5379,4785,5609,6151,6019,2665,4438
Data Zone S01001697,4108,3599,3159,4145,5648,2968,4265,3672
Data Zone S01001698,3872,3462,3175,4639,5598,1276,3003,5735
Data Zone S01001699,6472,6432,6437,6380,6372,2872,6422,6340
Data Zone S01001700,6470,6312,6032,5491,6288,5281,6490,5295
